"id" "var" "value"
"158" "NGO agent" "Youth org. leader" 2
"159" "Gvt parastatal" "Youth org. leader" 2
"160" "Chief" "Local politican" 3
"161" "Farmers" "Local politican" 2
"162" "Neighbor/friend" "Local politican" 3
"163" "Urban vendor" "Local politican" 3
"164" "Vendor in agro-vet shop" "Local politican" 2
"165" "Religious leader" "Local politican" 2
"166" "Extension agent" "Local politican" 2
"167" "NGO agent" "Local politican" 2
"168" "Gvt parastatal" "Local politican" 2
"169" "Tractor owner" "Local politican" 1
"170" "Chief" "Farmers" 5
"171" "Farmers" "Farmers" 2
"172" "Neighbor/friend" "Farmers" 5
"173" "Weekly market vendor" "Farmers" 2
"174" "Urban vendor" "Farmers" 2
"175" "Vendor in agro-vet shop" "Farmers" 5
"176" "Teacher" "Farmers" 4
"177" "Religious leader" "Farmers" 5
"178" "Extension agent" "Farmers" 4
"179" "NGO agent" "Farmers" 5
"180" "Vet service provider" "Farmers" 2
"181" "Gvt parastatal" "Farmers" 5
"182" "Ag researcher" "Farmers" 2
"183" "Microfinance rep" "Farmers" 2
"184" "Tractor owner" "Farmers" 3
"185" "Neighbor/friend" "Neighbor/friend" 5
"186" "Weekly market vendor" "Neighbor/friend" 4
"187" "Gvt parastatal" "Neighbor/friend" 3
"188" "Ag researcher" "Neighbor/friend" 2
"189" "Microfinance rep" "Neighbor/friend" 5
"190" "Tractor owner" "Neighbor/friend" 3
"191" "Chief" "Weekly market vendor" 4
"192" "Farmers" "Weekly market vendor" 2
"193" "Neighbor/friend" "Weekly market vendor" 5
"194" "Vendor in agro-vet shop" "Weekly market vendor" 3
"195" "NGO agent" "Weekly market vendor" 2
"196" "Gvt parastatal" "Weekly market vendor" 4
"197" "Tractor owner" "Weekly market vendor" 4
"198" "Farmers" "Urban vendor" 2
"199" "Weekly market vendor" "Urban vendor" 3
"200" "Urban vendor" "Urban vendor" 2
"201" "Vendor in agro-vet shop" "Urban vendor" 2
"202" "Teacher" "Urban vendor" 2
"203" "Religious leader" "Urban vendor" 5
"204" "Extension agent" "Urban vendor" 2
"205" "NGO agent" "Urban vendor" 2
"206" "Gvt parastatal" "Urban vendor" 5
